,Sentence1,Emotion
4716,My wife made me feel ecstatic.,3
6380,Lamar told us all about the recent irritating events.,0
2797,I made Jack feel glad.,3
1115,My wife feels happy.,3
5315,Roger found himself in a funny situation.,3
5417,Andrew found himself in an amazing situation.,3
4653,This girl made me feel anxious.,2
7877,The conversation with this man was amazing.,3
4494,Katie made me feel fearful.,2
3978,Andrew made me feel relieved.,3
2840,I made this boy feel angry.,0
7678,The conversation with Harry was wonderful.,3
689,Shaniqua feels disappointed.,1
4138,My boyfriend made me feel relieved.,3
2758,I made Ryan feel relieved.,3
4519,Betsy made me feel excited.,3
4374,Lakisha made me feel fearful.,2
8474,The conversation with this woman was dreadful.,2
7794,The conversation with Ryan was dreadful.,2
2380,The situation makes my mom feel angry.,0
6982,Tia told us all about the recent outrageous events.,0
3551,I made my mother feel discouraged.,2
481,My son feels furious.,0
5814,Lakisha found herself in a dreadful situation.,2
630,Shereen feels terrified.,2
454,This boy feels fearful.,2
5760,Tanisha found herself in an irritating situation.,0
7745,The conversation with Frank was depressing.,1
8174,The conversation with Tanisha was dreadful.,2
3742,Lamar made me feel irritated.,0
7330,My daughter told us all about the recent horrible events.,2
75,Jerome feels happy.,3
7750,The conversation with Frank was horrible.,2
1370,The situation makes Malik feel terrified.,2
4583,Ellen made me feel enraged.,0
1711,The situation makes my husband feel discouraged.,2
1698,The situation makes my son feel relieved.,3
6428,Terrence told us all about the recent heartbreaking events.,1
7054,Amanda told us all about the recent dreadful events.,2
283,Alan feels enraged.,0
6716,My brother told us all about the recent hilarious events.,3
1030,This woman feels terrified.,2
2607,I made Adam feel devastated.,1
3817,Adam made me feel glad.,3
31,Jamel feels discouraged.,2
1424,The situation makes Harry feel annoyed.,0
3976,Andrew made me feel ecstatic.,3
1944,The situation makes Tia feel annoyed.,0
7313,My sister told us all about the recent shocking events.,2
93,Leroy feels anxious.,2
862,Melanie feels irritated.,0
1854,The situation makes Ebony feel fearful.,2
3105,I made Jasmine feel sad.,1
4440,Heather made me feel angry.,0
5239,Terrence found himself in a great situation.,3
4683,My daughter made me feel enraged.,0
3205,I made Amanda feel sad.,1
5853,Amanda found herself in a shocking situation.,2
3421,I made this woman feel furious.,0
4677,My sister made me feel glad.,3
6800,My uncle told us all about the recent irritating events.,0
3298,I made Katie feel relieved.,3
5764,Tanisha found herself in a displeasing situation.,0
1946,The situation makes Tia feel depressed.,1
6182,My mother found herself in an outrageous situation.,0
7006,Lakisha told us all about the recent serious events.,1
5291,Josh found himself in a threatening situation.,2
3304,I made Betsy feel annoyed.,0
65,Jerome feels sad.,1
4081,My son made me feel furious.,0
1506,The situation makes Frank feel depressed.,1
4265,Latisha made me feel sad.,1
7719,The conversation with Roger was great.,3
8485,The conversation with this girl was depressing.,1
8408,The conversation with Stephanie was heartbreaking.,1
2435,I made Jamel feel happy.,3
4439,Courtney made me feel excited.,3
478,My brother feels relieved.,3
7558,The conversation with Torrance was wonderful.,3
7736,The conversation with Alan was hilarious.,3
5877,Courtney found herself in an amazing situation.,3
5719,Latisha found herself in a great situation.,3
8138,The conversation with Shaniqua was wonderful.,3
7082,Heather told us all about the recent outrageous events.,0
488,My son feels miserable.,1
498,My son feels relieved.,3
5243,Adam found himself in an annoying situation.,0
1033,This woman feels anxious.,2
726,Tanisha feels depressed.,1
6102,My sister found herself in an outrageous situation.,0
6311,Jerome told us all about the recent threatening events.,2
3392,I made Ellen feel scared.,2
3585,I made my mom feel sad.,1
4112,My husband made me feel scared.,2
285,Alan feels sad.,1
8587,The conversation with my mother was grim.,1
7648,The conversation with Adam was heartbreaking.,1
1632,The situation makes this man feel scared.,2
585,My dad feels sad.,1
7364,My girlfriend told us all about the recent displeasing events.,0
4565,Stephanie made me feel sad.,1
6690,This boy told us all about the recent horrible events.,2
6803,My uncle told us all about the recent annoying events.,0
3220,I made Courtney feel angry.,0
1916,The situation makes Jasmine feel ecstatic.,3
5831,Latoya found herself in a threatening situation.,2
288,Alan feels miserable.,1
2526,I made Darnell feel depressed.,1
6789,My father told us all about the recent gloomy events.,1
6187,My mother found herself in a grim situation.,1
2754,I made Ryan feel fearful.,2
6790,My father told us all about the recent horrible events.,2
3969,Andrew made me feel disappointed.,1
7411,My aunt told us all about the recent threatening events.,2
3235,I made Courtney feel happy.,3
3236,I made Courtney feel ecstatic.,3
2175,The situation makes Stephanie feel happy.,3
3748,Lamar made me feel miserable.,1
187,Terrence feels devastated.,1
4746,My mother made me feel depressed.,1
8035,The conversation with my dad was funny.,3
3111,I made Jasmine feel discouraged.,2
2552,I made Lamar feel scared.,2
1133,My girlfriend feels anxious.,2
3365,I made Stephanie feel sad.,1
849,Heather feels disappointed.,1
708,Jasmine feels miserable.,1
4453,Heather made me feel anxious.,2
1410,The situation makes Adam feel terrified.,2
3727,Darnell made me feel devastated.,1
2357,The situation makes my mother feel glad.,3
6875,Shereen told us all about the recent funny events.,3
2752,I made Ryan feel scared.,2
7289,This girl told us all about the recent gloomy events.,1
5681,Ebony found herself in a vexing situation.,0
510,My husband feels terrified.,2
3291,I made Katie feel discouraged.,2
3632,Jamel made me feel scared.,2
5086,Alphonse found himself in a serious situation.,1
8613,The conversation with my aunt was shocking.,2
167,Malik feels devastated.,1
570,My uncle feels terrified.,2
2290,The situation makes my daughter feel terrified.,2
2064,The situation makes Melanie feel annoyed.,0
2565,I made Malik feel sad.,1
542,My father feels irritated.,0
6616,Andrew told us all about the recent hilarious events.,3
6401,Malik told us all about the recent vexing events.,0
7822,The conversation with Jack was outrageous.,0
2204,The situation makes her feel annoyed.,0
5957,Betsy found herself in an amazing situation.,3
7047,Amanda told us all about the recent grim events.,1
8628,The conversation with my mom was heartbreaking.,1
511,My husband feels discouraged.,2
1433,The situation makes Harry feel anxious.,2
3267,I made Melanie feel devastated.,1
308,Frank feels miserable.,1
2366,The situation makes my aunt feel depressed.,1
2278,The situation makes my sister feel relieved.,3
644,Ebony feels annoyed.,0
8511,The conversation with my sister was threatening.,2
3714,Torrance made me feel fearful.,2
6564,Justin told us all about the recent displeasing events.,0
1766,The situation makes my uncle feel depressed.,1
7922,The conversation with my son was outrageous.,0
6740,My husband told us all about the recent irritating events.,0
6050,She found herself in a horrible situation.,2
2664,I made Roger feel annoyed.,0
1972,The situation makes Lakisha feel scared.,2
6032,Ellen found herself in a terrifying situation.,2
591,My dad feels discouraged.,2
1455,The situation makes Josh feel happy.,3
5408,Andrew found himself in a heartbreaking situation.,1
2789,I made Jack feel disappointed.,1
2946,I made my father feel depressed.,1
3443,I made this girl feel enraged.,0
1687,The situation makes my son feel devastated.,1
2508,I made Torrance feel miserable.,1
2057,The situation makes Heather feel glad.,3
6530,Alan told us all about the recent horrible events.,2
6728,My son told us all about the recent heartbreaking events.,1
695,Shaniqua feels happy.,3
3229,I made Courtney feel disappointed.,1
7757,The conversation with Frank was amazing.,3
2749,I made Ryan feel disappointed.,1
2538,I made Darnell feel relieved.,3
4045,This boy made me feel sad.,1
713,Jasmine feels anxious.,2
228,Harry feels miserable.,1
2123,The situation makes Kristin feel enraged.,0
7051,Amanda told us all about the recent threatening events.,2
1564,The situation makes Andrew feel annoyed.,0
377,Andrew feels glad.,3
3431,I made this woman feel discouraged.,2
7499,The conversation with Alphonse was great.,3
4562,Stephanie made me feel irritated.,0
7641,The conversation with Adam was vexing.,0
555,My father feels happy.,3
5270,Harry found himself in a horrible situation.,2
5940,Betsy found herself in an irritating situation.,0
3455,I made this girl feel happy.,3
2637,I made Harry feel glad.,3
622,Shereen feels irritated.,0
7018,Lakisha told us all about the recent wonderful events.,3
1262,The situation makes Jerome feel irritated.,0
3653,Alphonse made me feel anxious.,2
7756,The conversation with Frank was hilarious.,3
8203,The conversation with Lakisha was annoying.,0
1445,The situation makes Josh feel sad.,1
303,Frank feels enraged.,0
7496,The conversation with Alphonse was hilarious.,3
7461,The conversation with Jamel was vexing.,0
7303,My sister told us all about the recent annoying events.,0
6664,This man told us all about the recent displeasing events.,0
4586,Ellen made me feel depressed.,1
2105,The situation makes Betsy feel sad.,1
3329,I made Kristin feel disappointed.,1
6223,My mom found herself in an annoying situation.,0
6615,Andrew told us all about the recent funny events.,3
1084,My daughter feels annoyed.,0
1561,The situation makes Andrew feel furious.,0
3261,I made Melanie feel furious.,0
6818,My uncle told us all about the recent wonderful events.,3
5792,Tia found herself in a terrifying situation.,2
4414,Amanda made me feel fearful.,2
3666,Jerome made me feel depressed.,1
5862,Courtney found herself in an outrageous situation.,0
5879,Courtney found herself in a great situation.,3
7370,My girlfriend told us all about the recent horrible events.,2
5208,Malik found himself in a heartbreaking situation.,1
5240,Adam found himself in an irritating situation.,0
5839,Latoya found herself in a great situation.,3
2739,I made Justin feel excited.,3
3881,Alan made me feel furious.,0
6721,My son told us all about the recent vexing events.,0
2521,I made Darnell feel furious.,0
7424,My mom told us all about the recent displeasing events.,0
3994,Jack made me feel fearful.,2
5133,Leroy found himself in a shocking situation.,2
2937,I made my boyfriend feel glad.,3
6493,Josh told us all about the recent shocking events.,2
4500,Betsy made me feel angry.,0
669,Latisha feels disappointed.,1
5306,Roger found himself in a serious situation.,1
619,Nichelle feels excited.,3
5577,My boyfriend found himself in an amazing situation.,3
3467,I made my sister feel devastated.,1
3959,Ryan made me feel excited.,3
2796,I made Jack feel ecstatic.,3
2268,The situation makes my sister feel miserable.,1
8242,The conversation with Amanda was outrageous.,0
5813,Lakisha found herself in a shocking situation.,2
2369,The situation makes my aunt feel disappointed.,1
1828,The situation makes Shereen feel miserable.,1
3885,Alan made me feel sad.,1
2160,The situation makes Stephanie feel angry.,0
1169,My aunt feels disappointed.,1
8376,The conversation with Kristin was hilarious.,3
