,Sentence2,Emotion
8408,The conversation with Ryan was heartbreaking.,1
2435,I made Latisha feel happy.,3
4439,Andrew made me feel excited.,3
478,my sister feels relieved.,3
7558,The conversation with Tia was wonderful.,3
7736,The conversation with Betsy was hilarious.,3
5877,Andrew found himself in a amazing situation.,3
5719,Jamel found himself in a great situation.,3
8138,The conversation with Leroy was wonderful.,3
7082,Harry told us all about the recent outrageous events.,0
488,my daughter feels miserable.,1
498,my daughter feels relieved.,3
5243,Amanda found herself in a annoying situation.,0
1033,this man feels anxious.,2
726,Terrence feels depressed.,1
6102,my brother found himself in a outrageous situation.,0
6311,Latoya told us all about the recent threatening events.,2
3392,I made Frank feel scared.,2
3585,I made my dad feel sad.,1
4112,my wife made me feel scared.,2
285,Betsy feels sad.,1
8587,The conversation with my father was grim.,1
7648,The conversation with Amanda was heartbreaking.,1
1632,The situation makes this woman feel scared.,2
585,my mom feels sad.,1
7364,my boyfriend told us all about the recent displeasing events.,0
4565,Ryan made me feel sad.,1
6690,this girl told us all about the recent horrible events.,2
6803,my aunt told us all about the recent annoying events.,0
3220,I made Andrew feel angry.,0
1916,The situation makes Alphonse feel ecstatic.,3
5831,Jerome found himself in a threatening situation.,2
288,Betsy feels miserable.,1
2526,I made Lakisha feel depressed.,1
6789,my mother told us all about the recent gloomy events.,1
6187,my father found himself in a grim situation.,1
2754,I made Stephanie feel fearful.,2
6790,my mother told us all about the recent horrible events.,2
3969,Courtney made me feel disappointed.,1
7411,my uncle told us all about the recent threatening events.,2
3235,I made Andrew feel happy.,3
3236,I made Andrew feel ecstatic.,3
2175,The situation makes Ryan feel happy.,3
3748,Nichelle made me feel miserable.,1
187,Tanisha feels devastated.,1
4746,my father made me feel depressed.,1
8035,The conversation with my mom was funny.,3
3111,I made Alphonse feel discouraged.,2
2552,I made Nichelle feel scared.,2
1133,my boyfriend feels anxious.,2
3365,I made Ryan feel sad.,1
849,Harry feels disappointed.,1
708,Alphonse feels miserable.,1
4453,Harry made me feel anxious.,2
1410,The situation makes Amanda feel terrified.,2
3727,Lakisha made me feel devastated.,1
2357,The situation makes my father feel glad.,3
6875,Malik told us all about the recent funny events.,3
2752,I made Stephanie feel scared.,2
7289,this boy told us all about the recent gloomy events.,1
5681,Alonzo found himself in a vexing situation.,0
510,my wife feels terrified.,2
3291,I made Jack feel discouraged.,2
3632,Latisha made me feel scared.,2
5086,Jasmine found herself in a serious situation.,1
8613,The conversation with my uncle was shocking.,2
167,Shereen feels devastated.,1
570,my aunt feels terrified.,2
2290,The situation makes my son feel terrified.,2
2064,The situation makes Justin feel annoyed.,0
2565,I made Shereen feel sad.,1
542,my mother feels irritated.,0
6616,Courtney told us all about the recent hilarious events.,3
6401,Shereen told us all about the recent vexing events.,0
7822,The conversation with Katie was outrageous.,0
2204,The situation makes his feel annoyed.,0
5957,Alan found himself in a amazing situation.,3
7047,Adam told us all about the recent grim events.,1
8628,The conversation with my dad was heartbreaking.,1
511,my wife feels discouraged.,2
1433,The situation makes Heather feel anxious.,2
3267,I made Justin feel devastated.,1
308,Ellen feels miserable.,1
2366,The situation makes my uncle feel depressed.,1
2278,The situation makes my brother feel relieved.,3
644,Alonzo feels annoyed.,0
8511,The conversation with my brother was threatening.,2
3714,Tia made me feel fearful.,2
6564,Melanie told us all about the recent displeasing events.,0
1766,The situation makes my aunt feel depressed.,1
7922,The conversation with my daughter was outrageous.,0
6740,my wife told us all about the recent irritating events.,0
6050,he found himself in a horrible situation.,2
2664,I made Nancy feel annoyed.,0
1972,The situation makes Darnell feel scared.,2
6032,Frank found himself in a terrifying situation.,2
591,my mom feels discouraged.,2
1455,The situation makes Kristin feel happy.,3
5408,Courtney found herself in a heartbreaking situation.,1
2789,I made Katie feel disappointed.,1
2946,I made my mother feel depressed.,1
3443,I made this boy feel enraged.,0
1687,The situation makes my daughter feel devastated.,1
2508,I made Tia feel miserable.,1
2057,The situation makes Harry feel glad.,3
6530,Betsy told us all about the recent horrible events.,2
6728,my daughter told us all about the recent heartbreaking events.,1
695,Leroy feels happy.,3
3229,I made Andrew feel disappointed.,1
7757,The conversation with Ellen was amazing.,3
2749,I made Stephanie feel disappointed.,1
2538,I made Lakisha feel relieved.,3
4045,this girl made me feel sad.,1
713,Alphonse feels anxious.,2
228,Heather feels miserable.,1
2123,The situation makes Josh feel enraged.,0
7051,Adam told us all about the recent threatening events.,2
1564,The situation makes Courtney feel annoyed.,0
377,Courtney feels glad.,3
3431,I made this man feel discouraged.,2
7499,The conversation with Jasmine was great.,3
4562,Ryan made me feel irritated.,0
7641,The conversation with Amanda was vexing.,0
555,my mother feels happy.,3
5270,Heather found herself in a horrible situation.,2
5940,Alan found himself in a irritating situation.,0
3455,I made this boy feel happy.,3
2637,I made Heather feel glad.,3
622,Malik feels irritated.,0
7018,Darnell told us all about the recent wonderful events.,3
1262,The situation makes Latoya feel irritated.,0
3653,Jasmine made me feel anxious.,2
7756,The conversation with Ellen was hilarious.,3
8203,The conversation with Darnell was annoying.,0
1445,The situation makes Kristin feel sad.,1
303,Ellen feels enraged.,0
7496,The conversation with Jasmine was hilarious.,3
7461,The conversation with Latisha was vexing.,0
7303,my brother told us all about the recent annoying events.,0
6664,this woman told us all about the recent displeasing events.,0
4586,Frank made me feel depressed.,1
2105,The situation makes Alan feel sad.,1
3329,I made Josh feel disappointed.,1
6223,my dad found himself in a annoying situation.,0
6615,Courtney told us all about the recent funny events.,3
1084,my son feels annoyed.,0
1561,The situation makes Courtney feel furious.,0
3261,I made Justin feel furious.,0
6818,my aunt told us all about the recent wonderful events.,3
5792,Torrance found himself in a terrifying situation.,2
4414,Adam made me feel fearful.,2
3666,Latoya made me feel depressed.,1
5862,Andrew found himself in a outrageous situation.,0
5879,Andrew found himself in a great situation.,3
7370,my boyfriend told us all about the recent horrible events.,2
5208,Shereen found herself in a heartbreaking situation.,1
5240,Amanda found herself in a irritating situation.,0
5839,Jerome found himself in a great situation.,3
2739,I made Melanie feel excited.,3
3881,Betsy made me feel furious.,0
6721,my daughter told us all about the recent vexing events.,0
2521,I made Lakisha feel furious.,0
7424,my dad told us all about the recent displeasing events.,0
3994,Katie made me feel fearful.,2
5133,Shaniqua found herself in a shocking situation.,2
2937,I made my girlfriend feel glad.,3
6493,Kristin told us all about the recent shocking events.,2
4500,Alan made me feel angry.,0
669,Jamel feels disappointed.,1
5306,Nancy found herself in a serious situation.,1
619,Lamar feels excited.,3
5577,my girlfriend found herself in a amazing situation.,3
3467,I made my brother feel devastated.,1
3959,Stephanie made me feel excited.,3
2796,I made Katie feel ecstatic.,3
2268,The situation makes my brother feel miserable.,1
8242,The conversation with Adam was outrageous.,0
5813,Darnell found himself in a shocking situation.,2
2369,The situation makes my uncle feel disappointed.,1
1828,The situation makes Malik feel miserable.,1
3885,Betsy made me feel sad.,1
2160,The situation makes Ryan feel angry.,0
1169,my uncle feels disappointed.,1
8376,The conversation with Josh was hilarious.,3
1317,The situation makes Tia feel glad.,3
6284,Jasmine told us all about the recent displeasing events.,0
5708,Jamel found himself in a heartbreaking situation.,1
2931,I made my girlfriend feel discouraged.,2
4757,my father made me feel glad.,3
727,Terrence feels devastated.,1
8463,The conversation with this man was annoying.,0
1908,The situation makes Alphonse feel miserable.,1
6531,Betsy told us all about the recent threatening events.,2
2253,The situation makes this boy feel anxious.,2
6350,Tia told us all about the recent horrible events.,2
5979,Josh found himself in a great situation.,3
509,my wife feels disappointed.,1
1111,my husband feels discouraged.,2
7945,The conversation with my wife was depressing.,1
1652,The situation makes this girl feel scared.,2
3308,I made Alan feel miserable.,1
1941,The situation makes Torrance feel furious.,0
2610,I made Amanda feel terrified.,2
719,Alphonse feels excited.,3
3606,Ebony made me feel depressed.,1
1103,my husband feels enraged.,0
1697,The situation makes my daughter feel glad.,3
5894,Harry found himself in a dreadful situation.,2
6379,Lakisha told us all about the recent great events.,3
1272,The situation makes Latoya feel scared.,2
1778,The situation makes my aunt feel relieved.,3
5237,Tanisha found herself in a amazing situation.,3
1124,my boyfriend feels annoyed.,0
3878,Nancy made me feel relieved.,3
7401,my uncle told us all about the recent vexing events.,0
4350,Torrance made me feel terrified.,2
7385,my father told us all about the recent depressing events.,1
1900,The situation makes Alphonse feel angry.,0
1912,The situation makes Alphonse feel scared.,2
1325,The situation makes Lakisha feel sad.,1
5186,Nichelle found herself in a serious situation.,1
914,Alan feels fearful.,2
2724,I made Melanie feel annoyed.,0
4098,my daughter made me feel relieved.,3
2244,The situation makes this boy feel annoyed.,0
2211,The situation makes his feel discouraged.,2
1229,The situation makes Latisha feel disappointed.,1
1678,The situation makes my sister feel relieved.,3
5680,Alonzo found himself in a irritating situation.,0
2487,I made Shaniqua feel devastated.,1
7366,my boyfriend told us all about the recent serious events.,1
3390,I made Frank feel terrified.,2
6715,my sister told us all about the recent funny events.,3
2453,I made Jasmine feel anxious.,2
890,Jack feels terrified.,2
6360,Lakisha told us all about the recent irritating events.,0
503,my wife feels enraged.,0
4239,Malik made me feel excited.,3
3209,I made Adam feel disappointed.,1
5987,Roger found himself in a grim situation.,1
636,Malik feels ecstatic.,3
3019,I made Lamar feel excited.,3
7419,my uncle told us all about the recent great events.,3
5210,Shereen found herself in a horrible situation.,2
5922,Jack found himself in a outrageous situation.,0
799,Jerome feels excited.,3
5658,Lamar found himself in a wonderful situation.,3
1261,The situation makes Latoya feel furious.,0
3054,I made Alonzo feel fearful.,2
5837,Jerome found himself in a amazing situation.,3
6593,Stephanie told us all about the recent shocking events.,2
2386,The situation makes my dad feel depressed.,1
2,Ebony feels irritated.,0
4559,Roger made me feel excited.,3
8063,The conversation with Malik was annoying.,0
7582,The conversation with Nichelle was outrageous.,0
