text,Class
A tale of two gloves.    1. #Balidan socked out   #Pakistan and they complained to #ICC    #Chugli wale aaye #INDvsPAK khelne :)    #DhoniKeepsTheGlove  1 match fine worth it :)    2. Another failed a bouncer test.    Kitne aadmi the #Gabbar?  Ek Nile poora :(    Get well soon #ShikharDhawan! https://t.co/v6rWnFdy91,1
#UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  &amp; JUST 2 break it up a LITTLE...  #FuckTrump TOO https://t.co/0be86fMZwq,1
Rain is in forecast on Sunday. The match between India and pakistan is likely to be called off. #Worstworldcup #ShameOnICC,0
Longterm solution such as pressurising central govt. to make a bill about safety of your workspaces and overall more attention to healthcare.Don't make this a fight betwn TMC&amp;bjp otherwise the crux of the protest will be lost and such incident will happen again #DoctorsFightBack,0
"Now as a protest,. @msdhoni should wear glows with insignia and pay 25% fine.. all problem solved. #DhoniKeepsTheGlove #ICCWorldCup2019",1
"@realDonaldTrump #PresidentObama  will always be superior to you, #IdiotTrump. No contest, really.",1
"OnePlus 6T (Midnight Black, 8GB RAM, 128GB Storage)  @ Rs.27999 (mrp-41999)    https://t.co/c2aE3WZBaC    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll",0
WSJ slaps #IdiotTrump over ghastly jobs report — and blames his disastrous tariffs – #DesperateDonald https://t.co/FgwlHZUCy3,0
"innocent people, especially those in a drastically higher power bracket, DO NOT PAY! let's face it: #bryansinger is a fucking #RAPIST hollywood has enabled him to prey on young men for DECADES #rapeculture hope karma comes for him and his enablers https://t.co/5S2HKuXeZK",3
#India should withdraw from #CWC19 in protest.  #BalidanBadge has more honour than playing a World Cup.  #DhoniKeepTheGlove   #DhoniKeSaathDesh #DhoniKeepsTheGlove   #DhoniVsICC   #Dhoni https://t.co/j0iAou1QSW,0
"Hon. CM Mamata ji, with how many people will you fight. Every person of this nation has become 'BJP Ka Goonda'! Because they are with BJP!! and support Prime Minister @narendramodi.     #DoctorsFightBack",0
"@senatemajldr WE HAVE BEEN WAITING FOR @realDonaldTrump IMPEACHMENT.   YOU'RE A TRAITOR,  TOO.    #FUCKTRUMP #AMERICANSFORIMPEACHMENT https://t.co/FDs4U53nTj",2
The damning allegations against @realDonaldTrump that he sexually assaulted women could jeopardized his re-election campaign. Im no stranger to accountability but #TrumpTheRapist has crossed the line on #SexualMisconduct and its going to stop ! \n\n#TrumpisARapist #DonTheCon,1
Survival kit for next 5 years in India😁😁 @narendramodi @BJP4India  #3YearsofChange #RahulGandhi #ShameOnICC #TrollSangh https://t.co/dbY7lTtqbP,0
Mrs. Mamata banerjee what will you do when you fell ill? Call the police or the doctors?  #DoctorsStrike  #DoctorsProtest  #IstandwithNRS  #DoctorsFightBack https://t.co/CbPbFnVX4D,1
@Pups_03 #tragic  cannot believe people don't see these autos stopped in front of them.  #douchebag drivers,0
@KNX1070 I hope they eat her alive. She is guilty as sin &amp; has a hell of a lot of nerve returning to the very country where she committed her infamous crime. #Murderer #MeredithKercher #KeepHer https://t.co/N5PVoVj1pP,2
#bullshitboris lets get this trending #borisjohnson #BorisJohnsonShouldNotBePM https://t.co/dxSB3JDP4c,3
found a pretty good image of the #TrumpTrain. feel free to share. #BeSafeOutThere #TrumpTrain #trumpParty #MuellerAndFriends #5angryDemocrats #TrumpTrain2020 #chooChoo #FuckTrump https://t.co/wVieWSpr6P,1
Is the #PrinceOfWhales Moby Dick wearing a crown?  @POTUS @realDonaldTrump #DonTheCon  #Dickhead,0
"They don't have to go to the camps.\n\nThey are volunteering when they choose to illegally enter.\n\nI know I am right, Border patrol doesn't abduct people from other countries.\n\nIf walls didn't work, there wouldn't be so many working right now & you wouldn't care if they were built.",1
OH HELL NO! #FuckTrump https://t.co/E9BKqVx1cx,0
@cabodude @PalmerReport Quack Quack Quack    #fucktRump,0
Big breaking news massive vacancy in health care sector in Waste Bengal. mamataj banu will recruit civic doctors . qualification- TMC supporter  Butchers from piss full will be recruited as surgeon. Apply now  #DoctorsFightBack   #Kolkata   #DoctorsStrike   #DoctorsProtest https://t.co/i0rcSFO3K4,3
@GovHowardDean #JackieO was an American treasure who inspired millions of Americans and made us proud. Melania is a Russian whore. #Putin's left over.   #TrumpIsATraitor  #JohnMcCainDayJune14  @FLOTUS https://t.co/HxTEMF4Xx8,1
@rssurjewala Nice to see that a Schizophrenic Chamcha is hiding behind a Schizophrenic media platform.  Two fellow Mental patients helping each other out.   #CongressMukTBharat,0
Fresh Fact: The people who follow #ExCon #OJSimpson are the exact same people who think #HateHoaxCrime  #JussieSmollett and puddin-pop #Rapist #BillCosby are innocent. - So many lives have been hurt/destroyed by these men.,0
"I was at a self check out in a grocery store a few minutes ago. 3 guys behind me are saying; Look at her left hand, she's single. Should we rape her?' This is Trump world, where raping can be discussed at the store. #FuckTrump #ImpeachTrump",2
@TheRealOJ32 Still looking for the real killer??  #OJKilledNicole  #MURDERER,0
Only people who are truly safe in Bengal are:  - Mamata Banerjee &amp; her party workers  - People who agree to her terms    Law &amp; order is seriously damaged. Not sure if peace can be restored in Bengal after 10 years of goonda-rule.    #MamataLosingControl #IstandwithNRS #DoctorsFightBack,0
"I’m pretty excited about  #JohnMcCainDay.   I’m sure, @realDonaldTrump will be all pissy pants about it trending.  #itsthelittlethings #TrumpIsATraitor #ImpeachDonaldTrump",0
@SenJohnKennedy Anyone who invites anyone else to attack America is a traitor. I think that’s fair. #TrumpIsATraitor  #JohnMCainDay,1
"The trump admin are pieces of trash that need to be thrown where they belong.  No respect for life &amp; I have no respect for them. As a grandfather, trump should be SHOWING his grandkids the world not giving a*sholes like his sons licence to KILL every good thing in it.   #fucktrump https://t.co/zVWAr2qYeV",3
Racists? Yes. Shocked? No. Yes it leaves me cold but under the Trump regime nothing shocks or surprises me anymore. I truly with my entire being wish it did.   #TrumpIsNotAboveTheLaw #TrumpIsATraitor #CBPRacistAgents 🤬 https://t.co/vLWryl84xx,2
@gtconway3d Your wife cannot be trusted either. Do you express that to her Geo? She's got us doubting your own motives. No one associated with this admin has credibility. Not just in this country but across the globe. Enemies and (used to be ) allies alike. #TrumpIsATraitor,2
@jaketapper Just abysmal. Anything to make Comrade Trump happy. #TrumpIsATraitor,0
Those that deal in the superficial #NarcissisticPersonalityDisorder will ALWAYS be easily conned by Psychopaths. @realDonaldTrump is an idiot. Definitely being played. Isn’t the US lucky? #FuckTrump https://t.co/uzMeyyR43l,0
"#SaveTheDoctors | Abhishek Shaw, a second year MBBS student at Calcutta National Medical College and Hospital sustained head injury after miscreants pelted bricks on agitating doctors.     #DoctorsFightBack #DoctorsProtest     Follow live updates:    https://t.co/mhkiR0CPr1 https://t.co/lOTuclhZ66",0
@ALT_uscis WaPo photographer had a pretty good photo - close up - showing the contents.  It's an agreement with Mexico.  #FuckTrump,0
"@cricketnext @ICC @msdhoni @BCCI under this new administration has been toothless. Whats the point of holding all the power ? ICC feared d previous regimes of BCCI, not so much anymre. Srinivasan wud hv ensured dat ICC bows to #BCCI 's demand. #DhoniKeepsTheGlove #Dhoni @imVkohli @msdhoni @RaviShastriOfc",0
Traitor piece of shit mother fucker. #FuckTrump #TraitorTrump #ImpeachTheMFTraitor,3
@Banks want to explain yourself? @AlissaViolet @FaZeClan @FaZeApex @FaZeBlaze @FaZeAdapt @JohnScarce @FaZe_Rain #TrumpSupporter #fucktrump https://t.co/fl2jaY7m92,0
"Now, they find wearing a 'बलिदान' badge objectionable ? How long will we be tolerating these whimsical dictations. @msdhoni ji, plz don't bow. India stands with u, we won't stop respecting things which bring us pride.   #DhoniKeepTheGlove #Dhoni #DhoniKeepsTheGlove #BalidanBadge https://t.co/uUNyigSJqB",0
@pithywidow the entire republican party just cheats.. they can't win without cheating so they'll cheat shamelessly #fuckthegop #fucktrump,3
Govt school adopted by IMA appointed unqualified teachers based on their     #IMAFraud #PonziScheme     investments https://t.co/rqt6X1YdBQ,1
Doctors turn down Mamata's invite; demand apology  #DoctorsFightBack #DoctorsProtest #DoctorsUnderOppression #MamataBanarjee     https://t.co/5Pr07aItUD,1
Fucking #Trump is ruining everything!!!! My poor #smallbusiness 😿 #fucktrump #TrumpResignNOW https://t.co/TrRwNf8XzI,3
@QuancyClayborne Is that a serious question? Bring on the #BurningRingOfFire because #FuckTrump! https://t.co/yoZzRv6GaP,0
"     ,          \n      \n   ",0
Why doctors across India are up in arms. My report #DoctorsFightBack #DoctorsStrike #DoctorStrike #AIIMS https://t.co/mp6K4WeTrH,0
A billion Cricket fans waited four years to watch how it rains in England #ShameOnICC @ICC @BCCI #CWC19 https://t.co/hhGMF2CMKY,0
@DrDenaGrayson @davidmweissman Good. This guy is a #murderer and sounds #psycho. Society is less safe with him in it. Keep him off the streets. Please.,0
Seniors greeted and cheered by juniors after mass resignation.. This is life.. This is unity.. This is pride.. Kudos.   #DoctorsFightBack https://t.co/qzVdtqWUUe,0
@ProfMKay #DoctorStrike  Police officer at CMRI Hospital slapped a junior doctor in the evening 'without provocation'     Do think the idea work in #WestBengal under #TMC chief #MamataBanerjee ?  #SaveTheDoctors   #SaveBengal   #DoctorsFightBack   https://t.co/ZM53stD0em,1
@realDonaldTrump This is the report that your own people have not briefed you on because they don't trust you where Russia is involved. Your own insider's know you are compromised by russia.  #TrumpIsADisgrace   #TrumpIsATraitor   #RussianAsset  #PutinPuppet,2
"MSD on glove row: Will stick to ICC’s rules   https://t.co/naHXIfGEUh    Thank you @msdhoni for following the rules and keeping Cricket, exactly what it is, A Sport!    Desh Bhakti dikhaneke aur bhi tareeke hai     #CWC19 #DhoniKeepsTheGlove",0
Dhoni Bhai Proud of You #DhoniKeepsTheGlove,0
"@AprilDRyan He thinks that HE is the maligned one, just like Twitler. I will avoid that #murderer.",0
"@realDonaldTrump @MarshaBlackburn Another racist Southern Senator,  @MarshaBlackburn , gets down on her knees to kiss your traitorist butt. This isn't news. It's been happening for over two years. All of them will have to answer to the American people. #MAGA #TrumpIsATraitor https://t.co/dfXVBYOwUo",2
Reply for the press to the govt. From GB meeting consensus of junior doctors. LONG LIVE DOCTORS' UNITY! #NRSMCH #DoctorsStrike #DoctorsFightBack #Savethedoctors @republic @TimesNow @ZeeNews @narendramodi @drharshvardhan https://t.co/fa9vzwEVkq,0
Getting even like a knife to the neck #Murderer https://t.co/ZpitifNWo5,1
@CherylH95005477 @JohnHuge14 @njjette2 @skolanach @realDonaldTrump There will be brown people all over the world celebrating the day he is no longer President of The United States.     #FuckTrump,1
so we wait 4 years just to see the rain in England. #ENGvWI #eng #ShameOnICC,1
"Why do Trump supporters, especially farmers, think that he is a good businessman. Every business went bankrupt, every contractor didn’t get paid, he bankrupt Atlantic City. He has no idea how economics works. He was nothing but a game show host. #FuckTrump",0
@88elephants @Brimshack @GOPChairwoman @PressSec @realDonaldTrump Except Ronna. She wants to give it the ole repuglican try!    #SHSLies #TrumpIsATraitor     #JohnMcCainDay     #HappyJohnMcCainDay,0
"@ramanmrp @myogiadityanath This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp",0
"@MehranMarri @TarekFatah @narendramodi You don't worry Sir, India is playing Cricket with  @BCBtigers and with in next five years we will play with #Balochistan . @narendramodi ji hey na #ModiheythoMumkinhey bas barosa karke shanth rahiye abi tho @AmitShahOffice ji bhi hey, 4 tukde honge #terroristNationPakistan",0
Is this the cricket world cup or swimming world cup?    #ShameOnICC #CWC19 https://t.co/TWtiO82fuG,0
"@realDonaldTrump   #realdonaldtrump #fucktrump #trump2020  GETTIN READY TO WATCH FOX N FRIENDS WITH MY IDIOT BUDDY, DOG VOMIT TRUMP https://t.co/BAGmLwBQzF",2
How does a piece of shit like @TheRealOJ32 have followers? #OJSimpson #MURDERER,3
@The_OJSimpson32  JUICE IS STILL ON THE LOOSE #MURDERER https://t.co/yU9tvyYjNw,0
Disappointing!! Years of planning and yet they failed in organising the world's most important cricket event!! #ShameOnICC Shouldn't have held the event in this season!! https://t.co/VzAuPFIEhO,0
Hypocrit @ICC .. #DhoniKeepsTheGlove #DhoniKeepTheGloves #BCCI https://t.co/5ccC6t6F6X,2
"I love it,   But I'll never trust 'the polls' ever again.    #FuckTrump https://t.co/N6rIaWTNNZ",0
"@TJGIII @hmgave @DeWayneLehman @meridithmcgraw @SquawkCNBC For the first time in 9 years, our economy has dropped from 1st to 3rd.     #FUCKTRUMP",0
Learn how to cover up the ground #ShameOnICC,0
@WhiteHouse @PressSec Is this a lie too? Good riddence piece of 💩.  #DopeyDonald  #FuckTrump  #FakeMelania  #CreepyPence  Now if only @POTUS would go.,3
"Well, well, well--the first domino has fallen. See: Former White House aide Hicks agrees to testify to House panel investigating Trump https://t.co/bbNSM6xVuc  #TrumpObstructedJustice #TrumpisaTraitor",1
@toadmeister looking desperately for that attention he craves #fuckoff #shitbag #dickhead https://t.co/4VvP8FuZH7 https://t.co/JQ81mdY9Xz,3
"@cricketworldcup People waited for 5 years just to hear that the match is abandoned.. !  @ICC very poor planning , you couldn't find few days without the rain in 5 years ! #INDvPAK  should be rescheduled if same thing happens.  #ShameOnICC",1
Gee... where have we seen this before? #fucktrump #ImpeachDonaldTrumpNOW Leaked docs reveal Russian effort to exert influence in Africa  https://t.co/Hb5krYqkIB,0
"#DoctorsFightBack: 'We're not outsiders, we're not BJP, we're not CPM, we're Doctors,' say protesting doctors at Kolkata's NRS Hospital refuting Mamata Banerjee's claims    https://t.co/rp4zoCyTaj",0
"@sianoresist A beautiful jail cell with a beautiful notepad to write beautiful love letters to Putin, Lil Rocket Man, Xi, and MBS..oh yeah and a big beautiful painted mural of John McCain and Robert Mueller on his cell walls!    #FuckTrump",0
